VEICULO;Safra;PROBLEMA;INICIO_PARADA;TERMINO_PARADA; TEMPO_PARADO ;Time_req;Time_day;y
A;2015;Aguardando;22/06/2015 07:21;22/06/2015 08:13; 0.87 ;;;
A;2015;Aguardando;24/08/2015 11:34;24/08/2015 12:04; 0.49 ;3/3;63.13967593;63
A;2015;Aguardando;25/10/2015 02:42;25/10/2015 06:22; 3.67 ;1/3;61.60990741;62
A;2015;Aguardando;27/10/2015 15:37;27/10/2015 17:14; 1.61 ;2/1;2.385613426;2
A;2016;Aguardando;10/09/2016 19:12;10/09/2016 20:49; 1.61 ;14/11;319.0820949;319
A;2016;Aguardando;12/09/2016 12:44;12/09/2016 13:05; 0.36 ;1/1;1.663240741;2
B;2015;Aguardando;08/07/2015 00:40;08/07/2015 02:21; 1.68 ;FALSE;;
B;2016;Aguardando;07/04/2016 00:49;07/04/2016 02:07; 1.29 ;29/9;273.9365162;274
B;2016;Aguardando;08/04/2016 20:04;08/04/2016 20:15; 0.18 ;1/1;1.748032407;2
B;2016;Aguardando;23/04/2016 19:07;23/04/2016 21:47; 2.67 ;14/1;14.95284722;15
B;2017;Aguardando;29/05/2017 16:27;29/05/2017 21:50; 5.39 ;3/2;400.7776157;411
A;2015;Ar Condicionado;09/04/2015 12:16;09/04/2015 14:15; 1.97 ;FALSE;;
A;2015;Ar Condicionado;30/04/2015 01:43;30/04/2015 01:55; 0.20 ;20/1;20.47805556;21
A;2015;Ar Condicionado;17/07/2015 16:06;17/07/2015 19:09; 3.04 ;18/3;78.5912963;79
A;2015;Ar Condicionado;17/07/2015 22:17;17/07/2015 22:29; 0.19 ;0/1;0.130833333;1
A;2015;Ar Condicionado;18/07/2015 14:25;18/07/2015 15:42; 1.29 ;0/1;0.663703704;1
A;2015;Ar Condicionado;19/07/2015 16:15;19/07/2015 18:00; 1.74 ;1/1;1.022662037;1
A;2015;Ar Condicionado;02/10/2015 11:57;02/10/2015 12:50; 0.88 ;14/3;74.74831019;75
A;2016;Ar Condicionado;14/04/2016 04:18;14/04/2016 06:57; 2.66 ;12/7;194.6440162;195
A;2016;Ar Condicionado;14/07/2016 14:23;14/07/2016 14:46; 0.39 ;31/3;91.30921296;91
A;2016;Ar Condicionado;11/10/2016 11:40;11/10/2016 12:27; 0.79 ;28/3;88.87074074;89
A;2016;Ar Condicionado;22/10/2016 16:04;22/10/2016 17:05; 1.02 ;11/1;11.15092593;11
A;2017;Ar Condicionado;04/04/2017 07:11;04/04/2017 08:24; 1.22 ;11/6;163.5869097;164
A;2017;Ar Condicionado;08/06/2017 16:48;08/06/2017 17:40; 0.87 ;5/3;65.34991898;65
A;2017;Ar Condicionado;07/09/2017 21:36;07/09/2017 22:04; 0.47 ;31/3;91.16386574;91
B;2015;Ar Condicionado;22/08/2015 13:45;22/08/2015 15:50; 2.08 ;FALSE;;
B;2015;Ar Condicionado;22/09/2015 18:29;22/09/2015 19:31; 1.03 ;31/1;31.11038194;31
B;2015;Ar Condicionado;10/10/2015 00:39;10/10/2015 03:00; 2.35 ;17/1;17.21394676;17
B;2016;Ar Condicionado;16/04/2016 09:39;16/04/2016 11:07; 1.46 ;7/7;189.2772569;189
B;2016;Ar Condicionado;05/08/2016 16:07;05/08/2016 17:42; 1.59 ;20/4;111.2082755;111
B;2017;Ar Condicionado;11/04/2017 22:35;11/04/2017 22:48; 0.20 ;5/9;249.2034606;249
B;2017;Ar Condicionado;12/04/2017 03:28;12/04/2017 04:59; 1.52 ;0/1;0.194641204;1
B;2017;Ar Condicionado;25/05/2017 08:45;25/05/2017 09:10; 0.42 ;12/2;43.15670139;43
B;2017;Ar Condicionado;12/06/2017 13:34;12/06/2017 18:05; 4.51 ;18/1;18.18331019;18
B;2017;Ar Condicionado;18/06/2017 15:55;18/06/2017 17:08; 1.20 ;5/1;5.910046296;6
B;2017;Ar Condicionado;09/07/2017 20:22;09/07/2017 21:05; 0.72 ;21/1;21.13480324;21
B;2017;Ar Condicionado;10/07/2017 13:26;10/07/2017 14:24; 0.97 ;0/1;0.681782407;1
B;2017;Ar Condicionado;07/08/2017 11:22;07/08/2017 12:25; 1.05 ;27/1;27.87303241;28
A;2015;Cabine;28/08/2015 04:36;29/08/2015 14:48; 34.20 ;FALSE;;
A;2016;Cabine;04/09/2016 22:39;05/09/2016 01:27; 2.80 ;6/1;372.326875;372
A;2016;Cabine;08/10/2016 00:25;08/10/2016 02:16; 1.85 ;1/2;32.95722222;33
A;2016;Cabine;11/10/2016 13:37;11/10/2016 18:00; 4.39 ;3/1;3.472881944;3
A;2017;Cabine;23/08/2017 15:51;23/08/2017 16:40; 0.82 ;10/11;315.9101042;316
B;2015;Cabine;20/04/2015 22:45;21/04/2015 00:41; 1.93 ;FALSE;;
B;2015;Cabine;18/05/2015 16:07;18/05/2015 16:17; 0.17 ;27/1;27.64351852;28
B;2015;Cabine;19/05/2015 11:01;19/05/2015 11:12; 0.19 ;0/1;0.780185185;1
B;2015;Cabine;15/09/2015 10:38;15/09/2015 10:44; 0.09 ;27/4;118.9764931;119
B;2017;Cabine;02/06/2017 19:32;02/06/2017 20:49; 1.28 ;17/9;626.3670486;626
A;2015;Caixa de Bomba;24/10/2015 00:13;24/10/2015 01:09; 0.93 ;FALSE;;
A;2015;Caixa de Bomba;24/10/2015 22:46;25/10/2015 00:16; 1.50 ;0/1;0.900347222;1
A;2015;Caixa de Bomba;29/11/2015 17:31;01/12/2015 20:48; 51.27 ;4/2;35.71907407;36
A;2016;Caixa de Bomba;12/04/2016 07:08;12/04/2016 08:14; 1.09 ;11/5;132.4307639;132
A;2016;Caixa de Bomba;13/04/2016 04:56;13/04/2016 06:07; 1.18 ;0/1;0.862789352;1
A;2016;Caixa de Bomba;22/04/2016 23:54;23/04/2016 02:08; 2.23 ;9/1;9.741354167;11
A;2016;Caixa de Bomba;06/05/2016 15:16;06/05/2016 21:13; 5.95 ;13/1;13.54712963;14
A;2016;Caixa de Bomba;21/06/2016 16:49;21/06/2016 17:07; 0.29 ;14/2;45.81702546;46
A;2016;Caixa de Bomba;22/06/2016 00:12;22/06/2016 00:48; 0.60 ;0/1;0.295648148;1
A;2017;Caixa de Bomba;15/06/2017 21:38;15/06/2017 22:50; 1.21 ;23/12;358.8676852;359
A;2017;Caixa de Bomba;21/08/2017 09:54;21/08/2017 11:27; 1.55 ;6/3;66.46071759;66
B;2015;Caixa de Bomba;14/10/2015 11:25;14/10/2015 13:17; 1.87 ;FALSE;;
B;2015;Caixa de Bomba;29/10/2015 13:01;29/10/2015 15:40; 2.65 ;14/1;14.98917824;15
B;2015;Caixa de Bomba;30/10/2015 07:03;30/10/2015 08:51; 1.81 ;0/1;0.640729167;1
B;2016;Caixa de Bomba;10/04/2016 05:32;10/04/2016 07:02; 1.51 ;10/6;162.8612384;163
B;2016;Caixa de Bomba;28/05/2016 09:43;28/05/2016 11:07; 1.41 ;17/2;48.11123843;48
B;2016;Caixa de Bomba;07/09/2016 23:48;08/09/2016 01:04; 1.26 ;11/4;102.5281597;113
B;2016;Caixa de Bomba;11/09/2016 01:53;11/09/2016 04:41; 2.81 ;3/1;3.033900463;3
B;2017;Caixa de Bomba;05/08/2017 14:57;05/08/2017 14:57; 0.00 ;23/11;328.4273264;328
B;2017;Caixa de Bomba;21/08/2017 17:18;21/08/2017 19:05; 1.78 ;16/1;16.09842593;16
A;2015;Controlador;07/04/2015 13:52;07/04/2015 14:51; 0.99 ;FALSE;;
A;2015;Controlador;15/04/2015 17:37;15/04/2015 18:03; 0.43 ;8/1;8.115439815;8
A;2015;Controlador;19/08/2015 13:12;19/08/2015 13:40; 0.46 ;4/5;125.7979282;126
A;2015;Controlador;23/09/2015 07:36;23/09/2015 10:46; 3.16 ;3/2;34.74741898;35
A;2015;Controlador;24/10/2015 02:57;24/10/2015 05:03; 2.10 ;30/1;30.67428241;31
A;2016;Controlador;26/06/2016 11:44;26/06/2016 12:30; 0.77 ;2/9;246.2781944;246
A;2017;Controlador;10/04/2017 02:42;10/04/2017 04:48; 2.10 ;13/10;287.5921991;288
B;2015;Controlador;02/06/2015 14:13;02/06/2015 14:46; 0.56 ;FALSE;;
B;2015;Controlador;10/08/2015 06:53;10/08/2015 08:35; 1.71 ;8/3;68.67115741;69
B;2015;Controlador;05/09/2015 17:18;05/09/2015 18:08; 0.82 ;26/1;26.36336806;26
B;2015;Controlador;05/09/2015 18:52;05/09/2015 20:07; 1.26 ;0/1;0.030798611;1
B;2015;Controlador;15/09/2015 01:21;15/09/2015 02:40; 1.33 ;9/1;9.217418981;9
B;2015;Controlador;15/10/2015 01:21;15/10/2015 04:11; 2.84 ;29/1;29.94483796;31
B;2015;Controlador;01/12/2015 19:12;01/12/2015 20:33; 1.35 ;16/2;47.62537037;48
B;2016;Controlador;15/06/2016 05:50;15/06/2016 06:47; 0.94 ;14/7;196.386956;196
B;2016;Controlador;14/08/2016 01:26;14/08/2016 02:28; 1.04 ;28/2;59.77689815;61
B;2016;Controlador;14/08/2016 23:42;14/08/2016 23:59; 0.29 ;0/1;0.884930556;1
B;2016;Controlador;01/09/2016 23:04;02/09/2016 00:51; 1.78 ;17/1;17.96171296;18
B;2017;Controlador;17/07/2017 02:15;17/07/2017 04:09; 1.91 ;13/11;318.0579745;318
B;2017;Controlador;17/07/2017 10:07;17/07/2017 14:03; 3.94 ;0/1;0.248275463;1
B;2017;Controlador;22/07/2017 12:27;22/07/2017 13:12; 0.75 ;4/1;4.933043981;5
B;2017;Controlador;22/07/2017 21:25;22/07/2017 21:47; 0.37 ;0/1;0.342662037;1
B;2017;Controlador;28/07/2017 18:37;28/07/2017 19:55; 1.30 ;5/1;5.867939815;6
A;2015;Corte de Base;23/04/2015 18:52;23/04/2015 21:03; 2.19 ;FALSE;;
A;2015;Corte de Base;27/04/2015 10:24;27/04/2015 11:16; 0.86 ;3/1;3.555821759;4
A;2015;Corte de Base;07/05/2015 23:46;08/05/2015 00:17; 0.52 ;10/1;10.52108796;11
A;2015;Corte de Base;09/06/2015 01:04;09/06/2015 04:18; 3.23 ;1/2;32.03260417;32
A;2015;Corte de Base;09/06/2015 09:20;09/06/2015 13:13; 3.88 ;0/1;0.209884259;1
A;2015;Corte de Base;22/06/2015 05:05;22/06/2015 06:45; 1.67 ;12/1;12.66149306;13
A;2015;Corte de Base;24/06/2015 12:51;24/06/2015 13:41; 0.85 ;2/1;2.253553241;2
A;2015;Corte de Base;26/06/2015 07:56;27/06/2015 00:02; 16.09 ;1/1;1.760486111;2
A;2015;Corte de Base;29/06/2015 05:50;29/06/2015 06:16; 0.42 ;2/1;2.242175926;2
A;2015;Corte de Base;28/07/2015 02:45;28/07/2015 09:43; 6.98 ;28/1;28.8534838;29
A;2015;Corte de Base;12/08/2015 18:16;12/08/2015 18:38; 0.36 ;15/1;15.35607639;15
A;2015;Corte de Base;15/08/2015 19:30;15/08/2015 20:09; 0.66 ;3/1;3.035891204;3
A;2015;Corte de Base;05/09/2015 04:32;05/09/2015 07:22; 2.85 ;20/1;20.34893519;21
A;2015;Corte de Base;18/10/2015 18:08;18/10/2015 19:03; 0.91 ;12/2;43.44813657;43
A;2015;Corte de Base;25/10/2015 20:23;25/10/2015 20:49; 0.43 ;7/1;7.056180556;7
A;2015;Corte de Base;02/12/2015 15:08;02/12/2015 20:11; 5.06 ;6/2;37.76271991;38
A;2016;Corte de Base;17/04/2016 19:37;17/04/2016 20:54; 1.28 ;15/5;136.9765509;137
A;2016;Corte de Base;02/05/2016 09:09;02/05/2016 11:11; 2.04 ;14/1;14.51020833;15
A;2016;Corte de Base;18/06/2016 14:16;18/06/2016 14:39; 0.38 ;16/2;47.12880787;47
A;2016;Corte de Base;18/06/2016 16:33;18/06/2016 17:18; 0.76 ;0/1;0.078900463;1
A;2016;Corte de Base;27/06/2016 12:32;27/06/2016 12:52; 0.34 ;8/1;8.801030093;9
A;2016;Corte de Base;18/09/2016 10:15;18/09/2016 11:43; 1.47 ;22/3;82.89072917;83
A;2016;Corte de Base;19/09/2016 10:26;19/09/2016 10:51; 0.41 ;0/1;0.946550926;1
A;2016;Corte de Base;25/09/2016 20:52;25/09/2016 22:26; 1.56 ;6/1;6.417685185;6
A;2016;Corte de Base;03/10/2016 19:48;05/10/2016 02:29; 30.69 ;7/1;7.890393519;8
A;2017;Corte de Base;05/05/2017 17:32;05/05/2017 17:41; 0.15 ;30/7;212.6265046;213
A;2017;Corte de Base;06/05/2017 18:40;06/05/2017 19:12; 0.53 ;1/1;1.0415625;1
A;2017;Corte de Base;29/06/2017 01:36;29/06/2017 03:01; 1.42 ;22/2;53.26634259;53
A;2017;Corte de Base;30/06/2017 23:05;01/07/2017 04:02; 4.95 ;1/1;1.836180556;2
A;2017;Corte de Base;02/07/2017 05:56;02/07/2017 06:37; 0.68 ;1/1;1.079351852;1
A;2017;Corte de Base;03/07/2017 02:26;03/07/2017 02:47; 0.35 ;0/1;0.825173611;1
A;2017;Corte de Base;05/07/2017 02:27;05/07/2017 04:06; 1.64 ;1/1;1.986585648;2
A;2017;Corte de Base;05/07/2017 06:51;05/07/2017 07:01; 0.17 ;0/1;0.114398148;1
A;2017;Corte de Base;30/07/2017 02:52;30/07/2017 04:45; 1.87 ;24/1;24.82765046;25
A;2017;Corte de Base;26/08/2017 23:51;27/08/2017 00:33; 0.70 ;27/1;27.79586806;28
A;2017;Corte de Base;03/09/2017 20:11;03/09/2017 20:32; 0.36 ;7/1;7.818078704;8
A;2017;Corte de Base;09/09/2017 05:15;09/09/2017 05:29; 0.23 ;5/1;5.362731481;5
B;2015;Corte de Base;11/04/2015 13:14;11/04/2015 13:55; 0.69 ;FALSE;;
B;2015;Corte de Base;15/04/2015 10:38;15/04/2015 13:41; 3.05 ;3/1;3.863032407;4
B;2015;Corte de Base;02/06/2015 20:12;02/06/2015 21:13; 1.01 ;17/2;48.27148148;48
B;2015;Corte de Base;16/10/2015 14:23;16/10/2015 14:59; 0.60 ;14/5;135.7152199;136
B;2015;Corte de Base;22/10/2015 01:25;22/10/2015 02:31; 1.10 ;5/1;5.434756944;5
B;2015;Corte de Base;27/11/2015 07:31;27/11/2015 07:38; 0.12 ;5/2;36.20827546;36
B;2016;Corte de Base;28/05/2016 12:32;28/05/2016 13:44; 1.21 ;1/7;183.2039815;183
B;2016;Corte de Base;15/06/2016 20:45;15/06/2016 21:51; 1.10 ;18/1;18.29196759;18
B;2016;Corte de Base;15/07/2016 07:00;15/07/2016 08:14; 1.24 ;29/1;29.38126157;29
B;2016;Corte de Base;11/08/2016 21:00;11/08/2016 21:26; 0.44 ;27/1;27.53172454;28
B;2017;Corte de Base;12/04/2017 19:15;12/04/2017 20:23; 1.13 ;30/8;243.9088889;244
B;2017;Corte de Base;16/04/2017 09:59;16/04/2017 14:12; 4.22 ;3/1;3.566446759;4
B;2017;Corte de Base;09/05/2017 02:23;09/05/2017 02:42; 0.32 ;22/1;22.50775463;23
B;2017;Corte de Base;08/06/2017 02:37;08/06/2017 04:00; 1.38 ;29/1;29.99645833;31
B;2017;Corte de Base;26/06/2017 00:50;26/06/2017 01:54; 1.07 ;17/1;17.86788194;18
B;2017;Corte de Base;09/08/2017 01:37;09/08/2017 02:16; 0.65 ;12/2;43.98789352;44
A;2015;Despontador;11/04/2015 13:56;11/04/2015 15:08; 1.20 ;FALSE;;
A;2015;Despontador;24/04/2015 09:10;24/04/2015 10:38; 1.46 ;12/1;12.75168981;13
A;2015;Despontador;25/04/2015 16:51;25/04/2015 17:44; 0.89 ;1/1;1.259027778;1
A;2015;Despontador;13/05/2015 09:55;13/05/2015 11:45; 1.83 ;17/1;17.67438657;18
A;2015;Despontador;11/06/2015 21:01;11/06/2015 22:30; 1.48 ;29/1;29.38638889;29
A;2015;Despontador;19/06/2015 02:53;19/06/2015 03:15; 0.37 ;7/1;7.182650463;7
A;2015;Despontador;19/06/2015 15:30;19/06/2015 15:44; 0.24 ;0/1;0.509791667;1
A;2015;Despontador;24/06/2015 17:35;24/06/2015 18:11; 0.60 ;5/1;5.076921296;5
A;2015;Despontador;05/07/2015 19:54;05/07/2015 20:54; 1.01 ;11/1;11.0715162;11
A;2015;Despontador;29/07/2015 07:23;29/07/2015 08:24; 1.02 ;23/1;23.43665509;23
A;2015;Despontador;18/10/2015 05:28;18/10/2015 06:51; 1.38 ;20/3;80.87759259;81
A;2015;Despontador;18/10/2015 09:33;18/10/2015 11:07; 1.57 ;0/1;0.112465278;1
A;2015;Despontador;13/11/2015 21:45;13/11/2015 23:43; 1.97 ;26/1;26.44302083;26
A;2016;Despontador;13/05/2016 22:34;13/05/2016 23:26; 0.86 ;29/6;181.9519907;182
A;2016;Despontador;18/05/2016 03:22;18/05/2016 05:55; 2.56 ;4/1;4.164074074;4
A;2016;Despontador;02/10/2016 02:22;02/10/2016 03:38; 1.26 ;15/5;136.8519213;137
A;2017;Despontador;14/06/2017 22:25;14/06/2017 22:44; 0.32 ;11/9;255.7830556;256
A;2017;Despontador;27/06/2017 00:56;27/06/2017 01:08; 0.19 ;12/1;12.09163194;12
A;2017;Despontador;21/08/2017 04:09;21/08/2017 04:10; 0.01 ;24/2;55.125625;55
A;2017;Despontador;31/08/2017 07:34;31/08/2017 11:07; 3.55 ;10/1;10.14197917;11
B;2015;Despontador;25/07/2015 19:11;25/07/2015 21:10; 1.98 ;FALSE;;
B;2015;Despontador;19/11/2015 12:00;19/11/2015 12:33; 0.56 ;25/4;116.6178819;117
B;2016;Despontador;01/05/2016 13:55;01/05/2016 15:00; 1.07 ;12/6;164.0567824;164
B;2016;Despontador;19/09/2016 02:26;19/09/2016 03:07; 0.68 ;19/5;140.4770023;141
B;2017;Despontador;16/05/2017 05:39;16/05/2017 07:36; 1.94 ;26/8;239.1057639;239
A;2015;Divisor de Linha;17/04/2015 16:01;17/04/2015 16:34; 0.55 ;FALSE;;
A;2015;Divisor de Linha;26/04/2015 01:46;26/04/2015 03:18; 1.54 ;8/1;8.383194444;8
A;2015;Divisor de Linha;29/05/2015 18:32;29/05/2015 20:15; 1.71 ;2/2;33.63444444;34
A;2015;Divisor de Linha;08/06/2015 22:30;08/06/2015 23:42; 1.19 ;10/1;10.09415509;11
A;2015;Divisor de Linha;23/06/2015 18:24;23/06/2015 18:34; 0.17 ;14/1;14.77905093;15
A;2015;Divisor de Linha;24/06/2015 07:55;24/06/2015 08:05; 0.17 ;0/1;0.556423611;1
A;2015;Divisor de Linha;28/06/2015 23:22;29/06/2015 00:44; 1.37 ;4/1;4.636875;5
A;2015;Divisor de Linha;29/06/2015 09:53;29/06/2015 14:24; 4.52 ;0/1;0.381006944;1
A;2015;Divisor de Linha;18/07/2015 21:21;18/07/2015 23:24; 2.05 ;19/1;19.28934028;19
A;2015;Divisor de Linha;05/08/2015 00:30;05/08/2015 04:11; 3.68 ;17/1;17.04579861;17
A;2015;Divisor de Linha;08/08/2015 03:40;08/08/2015 04:09; 0.48 ;2/1;2.978935185;3
A;2015;Divisor de Linha;14/08/2015 18:02;14/08/2015 18:50; 0.80 ;6/1;6.578703704;7
A;2015;Divisor de Linha;14/08/2015 20:07;14/08/2015 21:01; 0.90 ;0/1;0.053368056;1
A;2015;Divisor de Linha;02/09/2015 01:19;02/09/2015 02:17; 0.98 ;18/1;18.17888889;18
A;2015;Divisor de Linha;03/09/2015 03:32;03/09/2015 03:58; 0.43 ;1/1;1.05162037;1
A;2015;Divisor de Linha;05/09/2015 21:37;05/09/2015 22:11; 0.57 ;2/1;2.735358796;3
A;2015;Divisor de Linha;09/09/2015 02:07;09/09/2015 05:22; 3.25 ;3/1;3.164131944;3
A;2015;Divisor de Linha;18/09/2015 18:20;18/09/2015 19:25; 1.10 ;9/1;9.540277778;11
A;2015;Divisor de Linha;22/09/2015 22:27;22/09/2015 22:40; 0.21 ;4/1;4.126203704;4
A;2015;Divisor de Linha;23/09/2015 01:30;23/09/2015 04:26; 2.93 ;0/1;0.118078704;1
A;2015;Divisor de Linha;23/09/2015 15:12;23/09/2015 17:28; 2.26 ;0/1;0.448993056;1
A;2015;Divisor de Linha;25/09/2015 18:23;25/09/2015 18:39; 0.27 ;2/1;2.038101852;2
A;2015;Divisor de Linha;28/09/2015 21:22;28/09/2015 23:08; 1.77 ;3/1;3.113263889;3
A;2015;Divisor de Linha;13/10/2015 05:54;13/10/2015 06:56; 1.03 ;14/1;14.2818287;14
A;2015;Divisor de Linha;15/10/2015 12:29;15/10/2015 14:49; 2.32 ;2/1;2.231446759;2
A;2015;Divisor de Linha;21/10/2015 12:49;21/10/2015 16:05; 3.27 ;5/1;5.916643519;6
A;2015;Divisor de Linha;26/10/2015 16:42;27/10/2015 05:42; 12.99 ;5/1;5.026041667;5
A;2015;Divisor de Linha;02/11/2015 00:15;02/11/2015 01:29; 1.24 ;5/1;5.772962963;6
A;2015;Divisor de Linha;16/11/2015 08:31;16/11/2015 09:07; 0.60 ;14/1;14.29248843;14
A;2015;Divisor de Linha;16/12/2015 10:56;16/12/2015 12:15; 1.32 ;30/1;30.07570602;31
A;2016;Divisor de Linha;12/04/2016 17:24;12/04/2016 20:13; 2.82 ;27/4;118.2144444;118
A;2016;Divisor de Linha;13/04/2016 07:45;13/04/2016 10:10; 2.42 ;0/1;0.480231481;1
A;2016;Divisor de Linha;16/04/2016 05:13;16/04/2016 06:15; 1.03 ;2/1;2.793703704;3
A;2016;Divisor de Linha;19/04/2016 22:19;20/04/2016 03:24; 5.08 ;3/1;3.669791667;4
A;2016;Divisor de Linha;30/04/2016 18:57;30/04/2016 19:56; 0.98 ;10/1;10.64814815;11
A;2016;Divisor de Linha;01/05/2016 00:31;01/05/2016 02:12; 1.68 ;0/1;0.190752315;1
A;2016;Divisor de Linha;08/05/2016 18:18;08/05/2016 22:49; 4.53 ;7/1;7.670694444;8
A;2016;Divisor de Linha;09/05/2016 13:06;09/05/2016 14:48; 1.70 ;0/1;0.595138889;1
A;2016;Divisor de Linha;15/05/2016 07:10;15/05/2016 08:08; 0.96 ;5/1;5.681944444;6
A;2016;Divisor de Linha;16/05/2016 08:57;16/05/2016 14:38; 5.68 ;1/1;1.0346875;1
A;2016;Divisor de Linha;17/06/2016 16:47;17/06/2016 17:07; 0.34 ;1/2;32.08920139;32
A;2016;Divisor de Linha;28/06/2016 20:53;29/06/2016 00:06; 3.20 ;11/1;11.15699074;11
A;2016;Divisor de Linha;29/06/2016 15:24;29/06/2016 15:59; 0.59 ;0/1;0.637523148;1
A;2016;Divisor de Linha;30/06/2016 01:48;30/06/2016 02:30; 0.71 ;0/1;0.408553241;1
A;2016;Divisor de Linha;30/06/2016 18:31;30/06/2016 21:20; 2.81 ;0/1;0.667048611;1
A;2016;Divisor de Linha;01/07/2016 01:48;01/07/2016 04:42; 2.90 ;0/1;0.186180556;1
A;2016;Divisor de Linha;04/07/2016 23:35;04/07/2016 23:48; 0.22 ;3/1;3.786724537;4
A;2016;Divisor de Linha;07/07/2016 10:58;07/07/2016 12:31; 1.54 ;2/1;2.465821759;2
A;2016;Divisor de Linha;24/07/2016 02:41;24/07/2016 05:04; 2.39 ;16/1;16.59018519;17
A;2016;Divisor de Linha;25/07/2016 15:20;25/07/2016 18:07; 2.77 ;1/1;1.428032407;1
A;2016;Divisor de Linha;03/08/2016 03:17;03/08/2016 06:45; 3.47 ;8/1;8.38255787;8
A;2016;Divisor de Linha;10/08/2016 20:29;10/08/2016 20:55; 0.43 ;7/1;7.571990741;8
A;2016;Divisor de Linha;10/08/2016 21:57;11/08/2016 00:13; 2.26 ;0/1;0.043043981;1
A;2016;Divisor de Linha;30/08/2016 13:50;30/08/2016 14:58; 1.14 ;19/1;19.56759259;21
A;2016;Divisor de Linha;04/09/2016 06:45;04/09/2016 08:24; 1.65 ;4/1;4.657256944;5
A;2016;Divisor de Linha;13/09/2016 07:01;13/09/2016 07:55; 0.89 ;8/1;8.94255787;9
A;2016;Divisor de Linha;15/09/2016 04:28;15/09/2016 06:30; 2.04 ;1/1;1.856053241;2
A;2016;Divisor de Linha;17/09/2016 10:51;17/09/2016 11:04; 0.21 ;2/1;2.181064815;2
A;2016;Divisor de Linha;18/09/2016 16:14;18/09/2016 18:15; 2.02 ;1/1;1.21556713;1
A;2016;Divisor de Linha;18/09/2016 20:13;19/09/2016 00:19; 4.10 ;0/1;0.081909722;1
A;2016;Divisor de Linha;25/09/2016 02:51;25/09/2016 04:31; 1.67 ;6/1;6.105520833;6
A;2016;Divisor de Linha;06/10/2016 04:31;06/10/2016 04:44; 0.21 ;10/1;10.99975694;11
A;2016;Divisor de Linha;10/10/2016 13:37;10/10/2016 14:55; 1.31 ;4/1;4.369861111;4
A;2016;Divisor de Linha;22/10/2016 07:35;22/10/2016 08:19; 0.73 ;11/1;11.69453704;12
A;2016;Divisor de Linha;23/10/2016 00:37;23/10/2016 02:02; 1.43 ;0/1;0.678877315;1
A;2016;Divisor de Linha;26/10/2016 01:35;26/10/2016 02:38; 1.05 ;2/1;2.981284722;3
A;2016;Divisor de Linha;27/10/2016 14:43;27/10/2016 17:14; 2.51 ;1/1;1.503344907;2
A;2016;Divisor de Linha;28/10/2016 12:45;28/10/2016 14:26; 1.67 ;0/1;0.813541667;1
A;2017;Divisor de Linha;09/05/2017 19:01;09/05/2017 20:59; 1.96 ;11/7;193.1915394;193
A;2017;Divisor de Linha;19/05/2017 13:41;19/05/2017 14:02; 0.34 ;9/1;9.69599537;11
A;2017;Divisor de Linha;25/05/2017 00:15;25/05/2017 03:36; 3.35 ;5/1;5.42568287;5
A;2017;Divisor de Linha;26/05/2017 09:15;26/05/2017 12:14; 2.98 ;1/1;1.235648148;1
A;2017;Divisor de Linha;02/06/2017 18:25;02/06/2017 22:29; 4.06 ;7/1;7.257743056;7
A;2017;Divisor de Linha;07/06/2017 19:19;07/06/2017 21:13; 1.91 ;4/1;4.868090278;5
A;2017;Divisor de Linha;06/07/2017 19:49;06/07/2017 20:23; 0.56 ;28/1;28.94148148;29
A;2017;Divisor de Linha;13/07/2017 01:52;13/07/2017 02:27; 0.58 ;6/1;6.228715278;6
A;2017;Divisor de Linha;23/07/2017 07:06;23/07/2017 09:41; 2.58 ;10/1;10.19371528;11
A;2017;Divisor de Linha;27/07/2017 11:11;27/07/2017 12:13; 1.04 ;4/1;4.062546296;4
A;2017;Divisor de Linha;31/07/2017 09:21;31/07/2017 12:13; 2.86 ;3/1;3.880532407;4
A;2017;Divisor de Linha;02/08/2017 05:20;02/08/2017 06:53; 1.56 ;1/1;1.71337963;2
A;2017;Divisor de Linha;07/08/2017 22:16;08/08/2017 02:33; 4.28 ;5/1;5.640543981;6
A;2017;Divisor de Linha;10/08/2017 02:58;10/08/2017 03:33; 0.60 ;2/1;2.017233796;2
A;2017;Divisor de Linha;10/08/2017 20:17;10/08/2017 20:33; 0.28 ;0/1;0.696678241;1
A;2017;Divisor de Linha;10/08/2017 21:07;11/08/2017 03:31; 6.40 ;0/1;0.02349537;1
A;2017;Divisor de Linha;03/09/2017 22:42;04/09/2017 01:09; 2.44 ;23/1;23.79972222;24
B;2015;Divisor de Linha;02/06/2015 19:18;02/06/2015 20:10; 0.87 ;FALSE;;
B;2015;Divisor de Linha;06/06/2015 15:47;06/06/2015 17:08; 1.34 ;3/1;3.817349537;4
B;2015;Divisor de Linha;28/06/2015 14:48;29/06/2015 21:40; 30.86 ;21/1;21.90306713;22
B;2015;Divisor de Linha;27/07/2015 22:58;28/07/2015 00:12; 1.23 ;28/1;28.05425926;28
B;2015;Divisor de Linha;17/08/2015 18:52;18/08/2015 08:10; 13.30 ;20/1;20.77762731;21
B;2015;Divisor de Linha;19/08/2015 05:07;19/08/2015 05:47; 0.67 ;0/1;0.8728125;1
B;2015;Divisor de Linha;31/08/2015 04:38;31/08/2015 05:04; 0.43 ;11/1;11.95233796;12
